ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
Krafted With Happiness Red & Orange Plastic Handcrafted Rakhi,Krafted with Happiness,Unisex,496,4,"Red and orange rakhi with a circular detail, has Ganpati print, tassels at the end", Red
GNIST Women Tan Solid Suede Open Toe Flats,GNIST,Women,699,6,"A pair of tan open-toed flats, has high-top styling, ankle loop detailSuede upperCushioned footbedTextured and patterned outsole",
U.S. Polo Assn. Kids Girls Red & Navy Blue Printed Shift Dress,U.S. Polo Assn. Kids,Girls,849,3,"Red and Navy Blue printed knitted shift dress, has a round neck, long bell sleeves, and straight hem",Blue
U.S. Polo Assn. Kids Boys Peach-Coloured & Purple Printed Polo Collar T-shirt,U.S. Polo Assn. Kids,Boys,1299,3,"Peach-coloured and purple printed T-shirt, has a polo collar, and short sleeves", Red
Roadster Women Red Striped Cinched Waist Top,Roadster,Women,699,5,"Red and Grey striped knitted cinched waist  top, has a round neck, and long sleeves", Red
United Colors of Benetton Men Black Printed Thong Flip-Flops,United Colors of Benetton,Men,499,5,A pair of black printed flip flopsRubber upper materialCushioned footbedPatterned rubber outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, Black
U.S. Polo Assn. Kids Boys White Printed Polo Collar T-shirt,U.S. Polo Assn. Kids,Boys,779,3,"White and Orange printed T-shirt, has a polo collar, and short sleeves", White
U.S. Polo Assn. Kids Boys Navy Blue & Grey Melange Colourblocked Pullover Sweater,U.S. Polo Assn. Kids,Boys,749,4,"Navy Blue and Grey Melange colourblocked pullover sweater with self design detail, has a round neck, long sleeves, and ribbed hem",Blue
Cortina White & Maroon Set of 2 Window Curtains,Cortina,Unisex,545,4,Set content: 2 Window curtainsColour: White and MaroonPattern: Floral WindowLight blocking: RegularFitting: EyeletLining: No, White
U.S. Polo Assn. Kids Boys Navy Blue Solid Hooded Sweatshirt,U.S. Polo Assn. Kids,Boys,849,4,"Navy Blue solid sweatshirt, has a round neck, two pockets, long sleeves, zip closure, straight hem",Blue
U.S. Polo Assn. Kids Boys Black Solid Single-Breasted Casual Blazer,U.S. Polo Assn. Kids,Boys,2099,6,"Black solid single-breasted casual blazer, has a notched lapel collar, three outer pockets, one inner pocket, button closure, long sleeves, straight vented hem", Black
U.S. Polo Assn. Kids Boys Olive Green Printed Pullover Sweater,U.S. Polo Assn. Kids,Boys,1189,6,"Olive Green printed pullover sweater, has a round neck, long sleeves, and ribbed hem", Green
U.S. Polo Assn. Kids Boys Blue Printed Sweatshirt,U.S. Polo Assn. Kids,Boys,749,5,"Blue graphic printed sweatshirt, has round neck, regular styling and straight hem",Blue
Yaadleen Women Yellow Regular Fit Printed Casual Shirt,Yaadleen,Women,619,5,"Yellow printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Yellow
Cortina White & Green Set of 2 Printed Window Curtains,Cortina,Unisex,389,4,Set content: 2 Window curtainsColour: White and GreenPattern: Floral WindowLight blocking: RegularFitting: EyeletLining: No, Green
United Colors of Benetton Girls Red Printed Round Neck T-shirt,United Colors of Benetton,Girls,299,3,"Red printed T-shirt, has a round neck, and short sleeves", Red
U.S. Polo Assn. Kids Boys Blue Solid Sweatshirt,U.S. Polo Assn. Kids,Boys,899,5,"Blue solid sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem",Blue
U.S. Polo Assn. Kids Boys Mustard Yellow Printed Pullover Sweater,U.S. Polo Assn. Kids,Boys,849,4,"Mustard yellow printed pullover sweater, has a round neck, long sleeves, and ribbed hem", Yellow
Amante Women Multicoloured Printed Bikini Briefs PAN71301,Amante,Women,346,5," Multicoloured printed low-rise bikini briefs, has an elasticated waistband and double layered gusset  ", Red
Cortina Set of 2 Purple & White Printed Long Door Curtains,Cortina,Unisex,730,4,Set content: 2 Long Door curtainsColour: Purple and WhitePattern: Floral Long DoorLight blocking: RegularFitting: Eyelet, White
GNIST Women Tan Brown Solid Open Toe Flats,GNIST,Women,699,5,"A pair of tan open-toed flats, has mid-top styling, ankle loop detailSynthetic upperCushioned footbedTextured and patterned outsole", Brown
Ed Hardy Men Navy Blue & White Regular Fit Checked Casual Shirt,Ed Hardy,Men,1249,6,"Navy Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
TALES & STORIES Girls White Printed Round Neck T-shirt,TALES & STORIES,Girls,324,3,"White printed T-shirt, has a round neck, and short sleeves", White
GNIST Women Beige Solid Open Toe Flats,GNIST,Women,699,6,"A pair of beige open-toed flats, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Beige
GNIST Women Black Solid Heels,GNIST,Women,949,5,"A pair of black open toe sandals, has mid-top styling, ankle loop detailSuede upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 monthWarranty provided by brand/manufacturer", Black
AND Women Rust Brown & White Striped Styled Back Top,AND,Women,1299,5,"Rust brown and White striped woven styled back top, has a round neck, and long sleeves", White
Cortina Set of 2 Window Curtains,Cortina,Unisex,545,4,Set content: 2 Window curtainsColour: Brown and Off-WhitePattern: Geometric WindowLight blocking: RegularFitting: Eyelet,
U.S. Polo Assn. Kids Boys Green & Blue Striped Round Neck T-shirt,U.S. Polo Assn. Kids,Boys,699,4,"Green and Blue striped T-shirt, has a round neck, one pocket and long sleeves",Blue
U.S. Polo Assn. Kids Girls Blue Pure Cotton Solid Top,U.S. Polo Assn. Kids,Girls,584,3,"Blue solid woven regular top, has a round neck, and long sleeves",Blue
Cation Women Black & Pink Printed Open Front Shrug,Cation,Women,629,5,"Black printed open front longline shrug, has sleeveless, high-low hem", Black
U.S. Polo Assn. Kids Boys Red Embroidered Polo Collar T-shirt,U.S. Polo Assn. Kids,Boys,1049,3,"Red embroidered T-shirt with applique detail, has a polo collar, and short sleeves", Red
TALES & STORIES Girls Navy Blue Printed Round Neck T-shirt,TALES & STORIES,Girls,299,3,"Navy blue printed T-shirt, has a round neck, and short sleeves",Blue
TALES & STORIES Boys Green Regular Fit Printed Casual Shirt,TALES & STORIES,Boys,499,3,"Green printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Green
Parx Men Blue Solid Regular Fit Single-Breasted Casual Blazer,Parx,Men,2924,5,"Blue solid casual blazer, has a notched lapel, single-breasted with two button closures, long sleeves, five pockets, vented back hem",Blue
Ed Hardy Men Blue Skuller Super Slim Fit Mid-Rise Clean Look Stretchable Jeans,Ed Hardy,Men,1519,7,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Van Heusen Brown Checked Linen Single-Breasted Slim Fit Blazer,Van Heusen,Men,3999,5,"Brown checked blazer, has a notched lapel, lightly padded at the shoulders, single-breasted with a double button closure, long sleeves, three pockets, three pockets attached to the lining, vented hem", Brown
The Dry State Women Yellow Printed Round Neck T-shirt,The Dry State,Women,699,5,"Yellow printed T-shirt, has a round neck, and short sleeves", Yellow
Moda Rapido Men Peach-Coloured Slim Fit Mid-Rise Clean Look Stretchable Jeans,Moda Rapido,Men,2299,7,"Peach-Coloured coloured wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops", Red
U.S. Polo Assn. Kids Girls Burgundy Printed Round Neck T-shirt,U.S. Polo Assn. Kids,Girls,499,3,"Burgundy printed T-shirt, has a round neck, and long sleeves", Burgundy
U.S. Polo Assn. Kids Girls Burgundy Embellished Joggers,U.S. Polo Assn. Kids,Girls,749,4,"Burgundy embellished joggers with sequinned detail, has elasticated waistband, cuffed hems", Burgundy
Biba Women Green & Off-White Printed Anarkali Kurta with Churidar & Dupatta,Biba,Women,4500,6,"Green and off-white printed kurta with churidar leggings and dupattaGreen and off-white printed anarkali calf length kurta with panelled detail, has a mandarin collar, three-quarter sleeves, flared hemGreen solid churidar leggings, has an elasticated waistband with drawstring closureGreen and off-white printed dupatta, has a solid border", Green
The Vanca Black Printed Sweatshirt,The Vanca,Women,344,5,"Black sweatshirt, has a ribbed round neck, contrast three-quarter sleeves, contrast print on the front", Black
U.S. Polo Assn. Kids Boys Red Solid Hooded Sweatshirt,U.S. Polo Assn. Kids,Boys,1099,6,"Red solid sweatshirt with applique detail, has a hood, two pockets, long sleeves, zip closure, straight hem", Red
U.S. Polo Assn. Kids Boys Navy Blue & Teal Green Striped Polo Collar T-shirt,U.S. Polo Assn. Kids,Boys,1399,3,"Navy Blue, teal green and mustard yellow striped T-shirt, has a polo collar, and short sleeves",Blue
GNIST Women Pink Solid Heels,GNIST,Women,949,6,"A pair of pink open toe heels, has mid-top styling, ankle loop detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 monthWarranty provided by brand/manufacturer", Pink
Ahalyaa Women Grey & Pink Printed Kurta with Palazzos,Ahalyaa,Women,1453,6,"Grey and pink printed kurta with palazzos Grey and pink printed straight calf length kurta, has a round neck, three-quarter sleeves, side slits, button closuresPink solid palazzos, has elasticated waistband, slip-on closure", Pink
GNIST Women Black Solid Heels,GNIST,Women,849,5,"A pair of black open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Black
Cortina Set of 2 Orange & Magenta Printed Window Curtains,Cortina,Unisex,545,4,Set content: 2 Window curtainsColour: Orange and MagentaPattern: Geometric WindowLight blocking: RegularFitting: Eyelet, Orange
Van Heusen Woman Coffee Brown Croc Textured Pumps,Van Heusen Woman,Women,2299,6,"A pair of coffee brown croc textured round toe pumps, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a kitten heel", Red
Daily Life Forever52 Women Pink Super Stay Lip Gloss 7ml,Daily Life Forever52,Women,629,2,"What It Is?:Daily Life Forever52 Super Stay Lip Gloss 7mlColour Shade Name:PinkWhat It Does?:A lip gloss that boldly creates the appearance of fuller lips. The Super Stay Lip Gloss by Daily Life Forever52 helps you create a voluminous lip look and features a formula that provides your lips with long lasting moisture for up to 8 hours. This waterproof and smudge-proof lip gloss stays put even during extreme conditions. Furthermore, it coats your lips with a richly pigmented, high-shine, non sticky and lightweight formula for that ultimate glossy look.Features:A lasting lip lacquer for luxe shine and fuller-looking lipsThe formula is enriched with nourishing benefits, keeps lips hydratedIt gives lips a sculpted and volumized gleamFeatures a pointed tip, doe foot applicator for increased precisionAbout The Brand:Daily Life Forever52 is one of the most renowned cosmetic brands that have evolved over the years to make professional beauty products easily accessible to all the gorgeous women all across the globe. The brand's aim is to offer trendy, unique and revolutionizing products that can help you in becoming everything you want to be, reflecting your true potential and at the same time keep your skin healthy naturally.", Pink
Moda Rapido Women Peach-Coloured & Rust Red Printed A-Line Kurta,Moda Rapido,Women,499,5,"Peach-coloured and rust red printed A-Line kurta with pleated detail, has a round neck, three-quarter sleeves, flared hem, two pockets", Red
The Indian Garage Co Men Navy Blue & White Regular Fit Printed Casual Shirt,The Indian Garage Co,Men,612,5,"Navy blue and white printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Blue
United Colors of Benetton Men Lime Green & Navy Blue Solid Thong Flip-Flops,United Colors of Benetton,Men,499,5,A pair of lime green and navy blue solid flip flopsRubber upper materialCushioned footbedPatterned rubber outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,Blue
Rajesh Silk Mills Beige & Black Animal Printed Saree,Rajesh Silk Mills,Women,747,5,"Design Detail:Beige and Black   printed saree Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like", Black
Force NXT Mens Blue Track Pants,Force NXT,Men,614,5,"Blue solid track pants, elasticated waist band Three pockets and drawstring closure",Blue
Ed Hardy Men Black Slim Fit Solid Casual Shirt,Ed Hardy,Men,1999,5,"Black solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 2 flap pockets", Black
Cortina Set of 2 Long Door Curtains,Cortina,Unisex,730,4,Set content: 2 Long Door curtainsColour: OrangePattern: Floral Long DoorLight blocking: RegularFitting: Eyelet,
Reebok Men Black Training Supply Woven Solid Training T-shirt,Reebok,Men,1739,5,Product design detailsBlack solid training T-shirthas a round neckshort sleevesDesigned for: Versatile performanceDarts at armholes and on back for shape and styleSide zip pocket for essentialsAbout Reebok Training Supply Woven Training T-shirtAn elevated take on the tried-and-true tee. This men's shirt is designed with stretch for easy range of motion and styled with a slim fit. It also offers a hidden zip pocket to stash away keys and other things., Black
Force NXT Mens Black Track Pants,Force NXT,Men,719,5,"Black solid track pants, elasticated waist band Three pockets and drawstring closure", Black
The Indian Garage Co Men Olive Green & Beige Regular Fit Printed Casual Shirt,The Indian Garage Co,Men,612,5,"Olive green, beige and white printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket", Green
fancy mart Pink Artificial Plants Grass Bells with Pot,fancy mart,Unisex,615,3,Set content: 1 plant with potPlant type: Grass BellsPlant colour: PinkPot colour: BrownPot pattern: Solid, Pink
Roadster Women Black Sneakers,Roadster,Women,1374,5,"A pair of round-toe black sneakers, has regular styling, zip detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Black
Krafted With Happiness Unisex Blue & Orange Veere Rakhi,Krafted with Happiness,Unisex,496,4,Blue and orange Veere RakhiMaterial: FabricClosure: Drawstring,Blue
Peora Silver-Plated Green Dome Shaped Jhumkas,Peora,Women,823,4,"Green Silver-Plated Dome Shaped Earrings, and has artificial stonesSecured with a post and back", Green
Signature Sole Women Green Solid Heels,Signature Sole,Women,1160,4,"A pair of green open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 2 monthsWarranty provided by brand/manufacturer", Green
U.S. Polo Assn. Kids Girls Black Solid  Open Front Jacket,U.S. Polo Assn. Kids,Girls,1499,6,"Black solid Open Front jacket, has a spread collar, button closure, long sleeves, straight hem", Black
Signature Sole Women Yellow & Gold-Toned Woven Design Heels,Signature Sole,Women,962,5,"A pair of yellow & gold-toned open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 2 monthsWarranty provided by brand/manufacturer", Yellow
GNIST Women Pink Solid Heels,GNIST,Women,849,5,"A pair of pink open toe heels, has regular styling, open back detailSuede upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Pink
Biba Women Navy Blue & Pink Printed A-Line Kurta with Layer,Biba,Women,1799,5,"Navy Blue printed A-line kurta, has a round neck, sleeveless, flounce hemNavy Blue and pink printed open front layer, has a notched lapel collar, three-quarter sleeves, and flared hemComes with a necklace",Blue
AND Women Black & White Checked A-Line Mini Dress,AND,Women,899,4,"Black and White printed woven A-line mini dress with waist tie-ups, has a round neck, three-quarter sleeves, button closure, and flared hem", Black
Roadster Men Navy Blue Self Design Pullover Sweater,Roadster,Men,1299,5,"Navy Blue self-design pullover sweater, has a round neck, long sleeves, and straight hem",Blue
U.S. Polo Assn. Kids Girls Black & Silver Star Printed Leggings,U.S. Polo Assn. Kids,Girls,779,5,"Black and silver star print leggings, has an elasticated waistband with slip-on closure", Black
Chhabra 555 Yellow & Golden Solid Handloom Banarasi Saree,Chhabra 555,Women,1095,5,"Design Detail:Yellow and Golden handloom solid banarasi saree, has woven design borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Banarasi sarees originate from the city of Varanasi (Uttar Pradesh). These are well known for the Mughal Era inspired designs in golden as well as silver brocade or Zari.Fabric:Art silk is manufactured by synthetic fibres like rayon. It's light in weight and is soft on the skin for comfort in summers.", Yellow
KAMA AYURVEDA Sustainable Women Essential Skin Care Regime,KAMA AYURVEDA,Women,2195,7,KAMA AYURVEDA Essential Skin Care Regime,
Biba Women Beige & Navy Blue Printed Kurta with Churidar & Dupatta,Biba,Women,1999,6,"Beige and navy blue printed kurta with churidar and dupattaBeige and navy blue printed straight calf length kurta with threadwork and sequins detail, has a V-neck, three-quarter sleeves, side slits, two pockets, attached liningNavy blue solid churidar, has elasticated waistband, drawstring closureBeige and navy blue printed dupatta, has printed border",Blue
Peora Oxidised Silver-Plated Classic Drop Earrings,Peora,Women,1004,3,"Silver-Plated classic drop earrings, has artificial stone detailingSecured with a post and backWarranty: 6 monthsWarranty provided by brand/manufacturer", Silver
Roadster Women Maroon Regular Fit Solid Cropped Trousers,Roadster,Women,539,7,"Maroon solid mid-rise cropped trousers, has a button closure, zip fly and 2 pockets", Maroon
plusS Men Grey Solid Straight-Fit Trackpants,plusS,Men,1183,5,"Grey solid straight-fit trackpants, has an elasticated waistband with a drawstring fastening, three pockets", Grey
Roadster Men Grey & Navy Blue Colourblocked Front-Open Sweater,Roadster,Men,594,5,"Grey and Navy Blue colourblocked front-open sweater, has a hood, long sleeves, zip closure, and ribbed hem",Blue
GNIST Women Beige Solid Heels,GNIST,Women,949,6,"A pair of beige open toe heels, has mid-top styling, closed back detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 monthWarranty provided by brand/manufacturer", Beige
U.s. Polo assn. kids Girls Pink & Blue Floral Print Bell Sleeves A-Line Top,U.S. Polo Assn. Kids,Girls,779,5,"Colour: pink, blue and white regular A-line topFloral printWovenround neckThree-quarter bell sleeves GatheredLace insertsButton closureFlared hem",Blue
INCOLOR 9 IN 1 Eyeshadow Makeup Studio Kit 18 g 3,INCOLOR,Women,316,3,9 IN 1 Eyeshadow Makeup Studio KitColour Shade: 3,
U.S. Polo Assn. Kids Boys Yellow & Navy Blue Striped Polo Collar T-shirt,U.S. Polo Assn. Kids,Boys,899,3,"yellow, navy blue and white striped T-shirt with embroidered detail, has a polo collar, and short sleeves",Blue
GNIST Women Black & White Printed Wedges,GNIST,Women,849,5,"A pair of black & white open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Black
Lady Stark Women Black Floral Printed Maxi Dress,Lady Stark,Women,1742,5,"Black printed woven maxi %S, has a V-neck, three-quarter sleeves, and flared hem", Black
The Indian Garage Co Men Teal Green & Navy Blue Regular Fit Checked Casual Shirt,The Indian Garage Co,Men,612,5,"Teal Green and Navy Blue checked casual shirt, has a slim collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
GNIST Women Brown Solid Sandals,GNIST,Women,949,5,"A pair of brown open toe sandals, has regular styling, ankle loop detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 monthWarranty provided by brand/manufacturer", Brown
U.S. Polo Assn. Kids Boys Olive Green Self Design Pullover Sweater,U.S. Polo Assn. Kids,Boys,1499,5,"Olive Green self-design pullover sweater, has a round neck, long sleeves, and ribbed hem", Green
Signature Sole Women Black Solid Heels,Signature Sole,Women,1100,5,"A pair of black open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 2 monthsWarranty provided by brand/manufacturer", Black
Roadster Men Olive Green Self Design Sweater,Roadster,Men,1299,5,"Olive Green self-design sweater, has a round neck, long sleeves, and ribbed hem", Green
SEIKO Solar Women Blue Analogue watch SUP433P1,SEIKO,Women,29500,6,"Display: AnalogueMovement: QuartzPower source: SolarDial style: Embellished round stainless steel dialFeatures: Reset Time, Eco DriveStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mGuarantee: 1st year worldwide guarantee from the date of purchase against manufacturing defects2nd year guarantee olny valid for service in IndiaGuarantee provided by brand/ manufacturer  Comes in a signature SEIKO case",Blue
U.S. Polo Assn. Kids Boys Navy Blue & Red Striped Polo Collar T-shirt,U.S. Polo Assn. Kids,Boys,959,3,"Navy blue, red and white striped T-shirt, has a polo collar, and long sleeves",Blue
Ed Hardy Men Green Slim Fit Checked Casual Shirt,Ed Hardy,Men,1999,5,"Green checked casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket", Green
United Colors of Benetton Girls Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,United Colors of Benetton,Girls,839,3,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loopsComes with a belt",Blue
U.S. Polo Assn. Kids Boys Red & White Striped Henley Neck T-shirt,U.S. Polo Assn. Kids,Boys,909,3,"Red, white and navy striped T-shirt, has a Henley neck, and long roll-up sleeves", Red
Cortina Set of 2 Green & White Printed Long Door Curtains,Cortina,Unisex,713,4,Set content: 2 Long Door curtainsColour: Green and WhitePattern: Floral Long DoorLight blocking: RegularFitting: Eyelet, Green
Marks & Spencer Black Solid Underwired Lightly Padded T-shirt Bra T332110,Marks & Spencer,Women,1999,4,Black solid full-coverage T-shirt braLightly padded and underwired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
GNIST Women Pink Solid Peep Toes,GNIST,Women,849,5,"A pair of pink peep toe peep toes, has regular styling, backstrap detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Pink
Shoetopia Women Peach-Coloured Solid Thong Flip-Flops,Shoetopia,Women,399,5,A pair of peach-coloured solid flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsole, Red
U.S. Polo Assn. Kids Girls Red & Peach-Coloured Pure Cotton Printed Top,U.S. Polo Assn. Kids,Girls,1299,3,"Red and peach-coloured printed knitted top, has a Peter Pan collar with sequinned detail, long sleeves, and button closure", Red
The Indian Garage Co Men Brown & White Slim Fit Striped Casual Shirt,The Indian Garage Co,Men,612,5,"Brown and white striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", White
U.S. Polo Assn. Kids Girls Coral Red Printed Round Neck T-shirt,U.S. Polo Assn. Kids,Girls,599,3,"Coral Red printed T-shirt, has a round neck, and long sleeves", Red
Reebok Women Black & Charcoal Grey Woven Design Ever Road DMX 2.0 Walking Shoes,Reebok,Women,4499,5,"Special technologiesDMX cushioning moves air from the heel to the forefoot and back as you moveAdjustable lacing system locks your foot downEVA midsole for lightweight comfortProduct design detailsMain material: Mesh upper / textile lining/ rubber outsoleBrand colour: BLK/GREY/SHADOW/WHT/SILVRWarranty: 3 monthsWarranty provided by Brand Owner / ManufacturerAbout Reebok Ever Road DMX 2.0 Walking ShoesComfort and support for daily fitness walks. These women's walking shoes are built with cushioning technology that moves air from the heel to the forefoot and back as you move. The breathable mesh upper delivers ventilation, and the adjustable lacing system provides a secure fit.", Black
U.S. Polo Assn. Kids Girls Navy Blue Printed Polo Collar T-shirt,U.S. Polo Assn. Kids,Girls,999,3,"Navy Blue Printed T-shirt, has a polo collar, and short sleeves",Blue
GNIST Women Beige Solid Sandals,GNIST,Women,849,6,"A pair of beige open toe sandals, has regular styling, open back detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Beige
U.S. Polo Assn. Kids Boys Navy Blue Solid Joggers,U.S. Polo Assn. Kids,Boys,909,3,"Navy blue solid joggers with printed detail, has an elasticated waistband with drawstring fastening, cuffed hems, three pockets",Blue
Moda Rapido Women Navy Blue & Black Empire Dress,Moda Rapido,Women,549,5,"Navy blue and black printed woven empire dress, has a V-neck, short sleeves, and flared hem",Blue
Marks & Spencer Boys Grey Regular Fit Printed Casual Shirt,Marks & Spencer,Boys,584,2,"Grey printed casual shirt, has a spread collar, short sleeves, button placket, and straight hem", Grey
U.S. Polo Assn. Kids Boys Blue Solid Denim Jacket,U.S. Polo Assn. Kids,Boys,2099,7,"Blue solid jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem",Blue
U.S. Polo Assn. Kids Girls Blue Printed Top,U.S. Polo Assn. Kids,Girls,584,3,"Blue printed woven regular top, has a round neck, long sleeves, and button closure",Blue
U.S. Polo Assn. Kids Boys Maroon & Black Reversible Puffer Jacket,U.S. Polo Assn. Kids,Boys,1749,6,"Maroon and Black solid Reversible Puffer Jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem", Black
Sergio Tacchini Men Black Sneakers,Sergio Tacchini,Men,5499,5,"A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Black
U.S. Polo Assn. Kids Girls Black & Silver Foil Print A-Line Dress,U.S. Polo Assn. Kids,Girls,1149,3,"Black and Silver floil print woven A-line dress with ruffle detail, has a round neck, short flutter sleeves, button closure, an attached lining, and slightly flared hem", Black
Roadster Women Charcoal Grey Solid Sneakers,Roadster,Women,1999,5,"A pair of round-toe charcoal grey solid sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Grey
Peora Green & Gold-Toned Oxidized Silver-Plated Studded Classic Jhumkas,Peora,Women,796,4,"Green & gold-toned oxidized silver-plated studded classic jhumkas, and has artificial stonesWarranty: 6 monthsWarranty provided by brand/manufacturer", Green
U.S. Polo Assn. Kids Girls Black & White Checked Fit and Flare Dress with Belt,U.S. Polo Assn. Kids,Girls,949,3,"Black and White checked woven fit and flare dress, has a round neck, short cap sleeves, concealed zip closure, an attached lining, flared hemComes with a belt", Black
Ira Soleil Women Blue Fit and Flare Dress,Ira Soleil,Women,699,5,"Blue solid knitted and woven fit and flare dress with unique embroidared detailing on top, has a round neck, three-quarter sleeves, flared hem",Blue
Ed Hardy Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Ed Hardy,Men,1439,5,"Navy Blue medium wash 4-pocket mid-rise jeans, clean look, light fade, and has a drawstring closure",Blue
Raymond Men Blue Solid Contemporary Fit  Formal Blazer,Raymond,Men,4049,5,"Blue solid single-breasted formal suitBlue solid single-breasted formal blazer, has a notched lapel collar, single-breasted with double button closures, long sleeves, three outer pockets, an attached lining with three welt pockets, a double vented back hemBlue solid mid-rise woven trousers, has four pockets, a button and zip closure, a waistband with belt loopsComes with an attached lapel pin",Blue
Roadster Men Olive Green & Navy Blue Striped Pullover Sweater,Roadster,Men,1499,6,"Olive green and navy blue striped pullover sweater, has a mock collar, long sleeves, zip closure, and ribbed hem",Blue
U.S. Polo Assn. Kids Boys Navy Blue Printed Hooded Sweatshirt,U.S. Polo Assn. Kids,Boys,1999,3,"Navy Blue printed sweatshirt, has a round neck, two pockets, long sleeves, zip closure, straight hem",Blue
AND Women Black Solid Culotte Jumpsuit,AND,Women,874,4,"Black solid culotte jumpsuit, has a V-neck, sleeveless", Black
KAMA AYURVEDA Sustainable Rejuvenating  Brightening Ayurvedic Night Cream 25g,KAMA AYURVEDA,Women,1425,8,Rejuvenating & Brightening Ayurvedic Night Cream,
U.S. Polo Assn. Kids Girls Navy Blue & Grey Pure Cotton Printed Top,U.S. Polo Assn. Kids,Girls,1299,3,"Navy Blue and grey printed knitted top, has a Peter Pan collar with sequinned detail, long sleeves, and button closure",Blue
Sergio Tacchini Men Grey Sneakers,Sergio Tacchini,Men,5299,5,"A pair of round-toe grey sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Grey
GNIST Women Black Solid Heels,GNIST,Women,949,4,"A pair of black open toe sandals, has mid-top styling, backstrap detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 monthWarranty provided by brand/manufacturer", Black
Peora Silver-Plated & Gold-Toned Classic Studs,Peora,Women,699,4,Silver-Toned and Silver-toned Classic Earrings and silver-platedSecured with a post-and-back, Gold
